สรุปภาพรวมการเสนอคำขอรับการสนุบสนุนงบประมาณเงินอุดหนุนเฉพาะกิจขององค์กรปกครองส่วนท้องถิ่น (เทศบาลตำบลและองค์การบริหารส่วนตำบล),,,,,,,,,,,,,,,
ประจำปีงบประมาณ พ.ศ. 2566,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, หน่วย : บาท
ลำดับ,จังหวัด,จังหวัด,อำเภอ,ประเภท,อปท.,คำขอ อปท. (ทต. และ อบต.) ผ่านระบบ SOLA,,,,สถ. ทำคำขอในระบบ e-Budgeting,,,,พ.ร.บ. งบประมาณรายจ่ายประจำปี 66,
,,,,,,รายการ, งบประมาณรวม, คำขอเงินอุดหนุน, เงินสมทบ,รายการ, งบประมาณรวม, คำขอเงินอุดหนุน, เงินสมทบ,รายการ, งบประมาณ
,,,,,,"5,434", แห่ง,,,"5,347", แห่ง,,,"5,640", แห่ง
1977,นครพนม ศรีสงคราม อบต.นาเดื่อ,นครพนม,ศรีสงคราม,อบต.,อบต.นาเดื่อ,6,"  12,637,600 ","  12,637,600 ",  -   ,6 ,"  12,637,600 ","  12,637,600 ",  -   ,1 ,"  3,659,000 "
1978,นครพนม ศรีสงคราม อบต.บ้านเอื้อง,นครพนม,ศรีสงคราม,อบต.,อบต.บ้านเอื้อง,6,"  36,397,300 ","  36,397,300 ",  -   ,5 ,  -   ,  -   ,  -   ,0 ,  -   
1979,นครพนม ศรีสงคราม อบต.โพนสว่าง,นครพนม,ศรีสงคราม,อบต.,อบต.โพนสว่าง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
1980,นครพนม ศรีสงคราม อบต.ศรีสงคราม,นครพนม,ศรีสงคราม,อบต.,อบต.ศรีสงคราม,2,"  5,332,400 ","  5,332,400 ",  -   ,2 ,  -   ,  -   ,  -   ,0 ,  -   
1981,นครราชสีมา แก้งสนามนาง ทต.บึงสำโรง,นครราชสีมา,แก้งสนามนาง,ทต.,ทต.บึงสำโรง,12,"  62,459,000 ","  62,459,000 ",  -   ,12 ,"  35,845,400 ","  35,845,400 ",  -   ,2 ,"  11,305,000 "
1982,นครราชสีมา แก้งสนามนาง อบต.แก้งสนามนาง,นครราชสีมา,แก้งสนามนาง,อบต.,อบต.แก้งสนามนาง,4,"  13,997,000 ","  13,997,000 ",  -   ,4 ,"  13,997,000 ","  13,997,000 ",  -   ,1 ,"  4,632,000 "
1983,นครราชสีมา แก้งสนามนาง อบต.โนนสำราญ,นครราชสีมา,แก้งสนามนาง,อบต.,อบต.โนนสำราญ,4,"  25,188,000 ","  25,188,000 ",  -   ,4 ,"  16,497,000 ","  16,497,000 ",  -   ,1 ,"  8,305,000 "
1984,นครราชสีมา แก้งสนามนาง อบต.บึงพะไล,นครราชสีมา,แก้งสนามนาง,อบต.,อบต.บึงพะไล,3,"  30,000,000 ","  27,000,000 ","  3,000,000 ",3 ,"  10,000,000 ","  9,000,000 ","  1,000,000 ",0 ,  -   
1985,นครราชสีมา แก้งสนามนาง อบต.สีสุก,นครราชสีมา,แก้งสนามนาง,อบต.,อบต.สีสุก,4,"  10,377,000 ","  10,377,000 ",  -   ,4 ,"  10,377,000 ","  10,377,000 ",  -   ,2 ,"  5,514,000 "
1986,นครราชสีมา ขามทะเลสอ ทต.ขามทะเลสอ,นครราชสีมา,ขามทะเลสอ,ทต.,ทต.ขามทะเลสอ,3,"  5,049,400 ","  5,049,400 ",  -   ,2 ,"  2,649,400 ","  2,649,400 ",  -   ,2 ,"  2,649,400 "
1987,นครราชสีมา ขามทะเลสอ ทต.พันดุง,นครราชสีมา,ขามทะเลสอ,ทต.,ทต.พันดุง,3,"  13,206,000 ","  13,206,000 ",  -   ,3 ,"  13,206,000 ","  13,206,000 ",  -   ,1 ,"  5,644,000 "
1988,นครราชสีมา ขามทะเลสอ อบต.ขามทะเลสอ,นครราชสีมา,ขามทะเลสอ,อบต.,อบต.ขามทะเลสอ,3,"  8,611,400 ","  8,611,400 ",  -   ,3 ,"  8,611,400 ","  8,611,400 ",  -   ,2 ,"  7,095,100 "
1989,นครราชสีมา ขามทะเลสอ อบต.บึงอ้อ,นครราชสีมา,ขามทะเลสอ,อบต.,อบต.บึงอ้อ,4,"  33,313,000 ","  33,313,000 ",  -   ,4 ,"  13,373,000 ","  13,373,000 ",  -   ,2 ,"  13,373,000 "
1990,นครราชสีมา ขามทะเลสอ อบต.โป่งแดง,นครราชสีมา,ขามทะเลสอ,อบต.,อบต.โป่งแดง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
1991,นครราชสีมา ขามทะเลสอ อบต.หนองสรวง,นครราชสีมา,ขามทะเลสอ,อบต.,อบต.หนองสรวง,7,"  53,301,300 ","  53,301,300 ",  -   ,7 ,"  21,067,600 ","  21,067,600 ",  -   ,1 ,"  9,494,800 "
1992,นครราชสีมา ขามสะแกแสง ทต.ขามสะแกแสง,นครราชสีมา,ขามสะแกแสง,ทต.,ทต.ขามสะแกแสง,4,"  7,796,400 ","  7,796,400 ",  -   ,4 ,  -   ,  -   ,  -   ,0 ,  -   
1993,นครราชสีมา ขามสะแกแสง ทต.โนนเมือง,นครราชสีมา,ขามสะแกแสง,ทต.,ทต.โนนเมือง,1,"  8,906,000 ","  8,906,000 ",  -   ,1 ,"  8,906,000 ","  8,906,000 ",  -   ,1 ,"  8,906,000 "
1994,นครราชสีมา ขามสะแกแสง ทต.หนองหัวฟาน,นครราชสีมา,ขามสะแกแสง,ทต.,ทต.หนองหัวฟาน,5,"  11,364,700 ","  11,364,700 ",  -   ,4 ,"  8,909,400 ","  8,909,400 ",  -   ,4 ,"  8,909,400 "
1995,นครราชสีมา ขามสะแกแสง อบต.ขามสะแกแสง,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.ขามสะแกแสง,1,"  4,456,000 ","  4,456,000 ",  -   ,1 ,"  4,456,000 ","  4,456,000 ",  -   ,1 ,"  4,456,000 "
1996,นครราชสีมา ขามสะแกแสง อบต.ชีวึก,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.ชีวึก,1,"  7,447,000 ","  7,447,000 ",  -   ,1 ,"  7,447,000 ","  7,447,000 ",  -   ,1 ,"  7,447,000 "
1997,นครราชสีมา ขามสะแกแสง อบต.พะงาด,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.พะงาด,2,"  8,473,000 ","  8,473,000 ",  -   ,2 ,"  8,473,000 ","  8,473,000 ",  -   ,1 ,"  3,807,000 "
1998,นครราชสีมา ขามสะแกแสง อบต.เมืองเกษตร,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.เมืองเกษตร,1,"  8,860,000 ","  8,860,000 ",  -   ,1 ,"  8,860,000 ","  8,860,000 ",  -   ,1 ,"  8,860,000 "
1999,นครราชสีมา ขามสะแกแสง อบต.เมืองนาท,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.เมืองนาท,2,"  9,375,000 ","  9,375,000 ",  -   ,2 ,"  9,375,000 ","  9,375,000 ",  -   ,2 ,"  9,375,000 "
2000,นครราชสีมา ขามสะแกแสง อบต.หนองหัวฟาน,นครราชสีมา,ขามสะแกแสง,อบต.,อบต.หนองหัวฟาน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2001,นครราชสีมา คง ทต.เทพาลัย,นครราชสีมา,คง,ทต.,ทต.เทพาลัย,2,"  5,537,800 ","  5,537,800 ",  -   ,2 ,"  5,637,800 ","  5,637,800 ",  -   ,1 ,"  3,137,800 "
2002,นครราชสีมา คง ทต.เมืองคง,นครราชสีมา,คง,ทต.,ทต.เมืองคง,7,"  50,148,100 ","  49,130,700 ","  1,017,400 ",6 ,"  18,291,900 ","  17,275,900 ","  1,016,000 ",3 ,"  17,275,900 "
2003,นครราชสีมา คง อบต.ขามสมบูรณ์,นครราชสีมา,คง,อบต.,อบต.ขามสมบูรณ์,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2004,นครราชสีมา คง อบต.คูขาด,นครราชสีมา,คง,อบต.,อบต.คูขาด,2,"  8,333,000 ","  8,333,000 ",  -   ,2 ,"  8,333,000 ","  8,333,000 ",  -   ,1 ,"  3,520,000 "
2005,นครราชสีมา คง อบต.ดอนใหญ่,นครราชสีมา,คง,อบต.,อบต.ดอนใหญ่,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2006,นครราชสีมา คง อบต.ตาจั่น,นครราชสีมา,คง,อบต.,อบต.ตาจั่น,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2007,นครราชสีมา คง อบต.เทพาลัย,นครราชสีมา,คง,อบต.,อบต.เทพาลัย,3,"  6,971,000 ","  6,971,000 ",  -   ,3 ,"  6,971,000 ","  6,971,000 ",  -   ,3 ,"  6,971,000 "
2008,นครราชสีมา คง อบต.โนนเต็ง,นครราชสีมา,คง,อบต.,อบต.โนนเต็ง,1,"  9,984,000 ","  9,984,000 ",  -   ,1 ,"  9,984,000 ","  9,984,000 ",  -   ,2 ,"  10,002,700 "
2009,นครราชสีมา คง อบต.บ้านปรางค์,นครราชสีมา,คง,อบต.,อบต.บ้านปรางค์,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2010,นครราชสีมา คง อบต.เมืองคง,นครราชสีมา,คง,อบต.,อบต.เมืองคง,6,"  18,136,000 ","  18,136,000 ",  -   ,6 ,"  16,442,000 ","  16,442,000 ",  -   ,2 ,"  6,656,000 "
2011,นครราชสีมา คง อบต.หนองบัว,นครราชสีมา,คง,อบต.,อบต.หนองบัว,6,"  10,291,000 ","  10,291,000 ",  -   ,6 ,"  10,291,000 ","  10,291,000 ",  -   ,4 ,"  4,166,700 "
2012,นครราชสีมา คง อบต.หนองมะนาว,นครราชสีมา,คง,อบต.,อบต.หนองมะนาว,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2013,นครราชสีมา ครบุรี ทต.ครบุรีใต้,นครราชสีมา,ครบุรี,ทต.,ทต.ครบุรีใต้,10,"  37,390,000 ","  37,390,000 ",  -   ,10 ,"  19,397,000 ","  19,397,000 ",  -   ,4 ,"  13,148,700 "
2014,นครราชสีมา ครบุรี ทต.จระเข้หิน,นครราชสีมา,ครบุรี,ทต.,ทต.จระเข้หิน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2015,นครราชสีมา ครบุรี ทต.แชะ,นครราชสีมา,ครบุรี,ทต.,ทต.แชะ,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2016,นครราชสีมา ครบุรี ทต.ไทรโยง-ไชยวาล,นครราชสีมา,ครบุรี,ทต.,ทต.ไทรโยง-ไชยวาล,4,"  13,427,600 ","  13,427,600 ",  -   ,4 ,"  13,427,600 ","  13,427,600 ",  -   ,2 ,"  5,793,600 "
2017,นครราชสีมา ครบุรี ทต.อรพิมพ์,นครราชสีมา,ครบุรี,ทต.,ทต.อรพิมพ์,4,"  17,086,800 ","  17,086,800 ",  -   ,4 ,"  17,086,800 ","  17,086,800 ",  -   ,2 ,"  6,225,800 "
2018,นครราชสีมา ครบุรี อบต.ครบุรี,นครราชสีมา,ครบุรี,อบต.,อบต.ครบุรี,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2019,นครราชสีมา ครบุรี อบต.โคกกระชาย,นครราชสีมา,ครบุรี,อบต.,อบต.โคกกระชาย,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2020,นครราชสีมา ครบุรี อบต.จระเข้หิน,นครราชสีมา,ครบุรี,อบต.,อบต.จระเข้หิน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2021,นครราชสีมา ครบุรี อบต.เฉลียง,นครราชสีมา,ครบุรี,อบต.,อบต.เฉลียง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2022,นครราชสีมา ครบุรี อบต.แชะ,นครราชสีมา,ครบุรี,อบต.,อบต.แชะ,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2023,นครราชสีมา ครบุรี อบต.ตะแบกบาน,นครราชสีมา,ครบุรี,อบต.,อบต.ตะแบกบาน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2024,นครราชสีมา ครบุรี อบต.บ้านใหม่,นครราชสีมา,ครบุรี,อบต.,อบต.บ้านใหม่,1,"  9,865,900 ","  9,865,900 ",  -   ,1 ,"  9,865,900 ","  9,865,900 ",  -   ,1 ,"  9,865,900 "
2025,นครราชสีมา ครบุรี อบต.มาบตะโกเอน,นครราชสีมา,ครบุรี,อบต.,อบต.มาบตะโกเอน,5,"  16,229,000 ","  16,229,000 ",  -   ,5 ,"  16,229,000 ","  16,229,000 ",  -   ,1 ,"  4,506,000 "
2026,นครราชสีมา ครบุรี อบต.ลำเพียก,นครราชสีมา,ครบุรี,อบต.,อบต.ลำเพียก,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2027,นครราชสีมา ครบุรี อบต.สระว่านพระยา,นครราชสีมา,ครบุรี,อบต.,อบต.สระว่านพระยา,2,"  8,013,000 ","  8,013,000 ",  -   ,2 ,"  8,013,000 ","  8,013,000 ",  -   ,1 ,"  6,850,000 "
2028,นครราชสีมา จักราช ทต.จักราช,นครราชสีมา,จักราช,ทต.,ทต.จักราช,2,"  10,576,700 ","  10,576,700 ",  -   ,2 ,"  2,717,600 ","  2,717,600 ",  -   ,1 ,"  2,717,600 "
2029,นครราชสีมา จักราช อบต.คลองเมือง,นครราชสีมา,จักราช,อบต.,อบต.คลองเมือง,4,"  24,915,000 ","  24,915,000 ",  -   ,4 ,"  15,633,600 ","  15,633,600 ",  -   ,1 ,"  5,406,000 "
2030,นครราชสีมา จักราช อบต.จักราช,นครราชสีมา,จักราช,อบต.,อบต.จักราช,3,"  19,647,000 ","  19,647,000 ",  -   ,3 ,"  9,795,000 ","  9,795,000 ",  -   ,3 ,"  9,813,700 "
2031,นครราชสีมา จักราช อบต.ทองหลาง,นครราชสีมา,จักราช,อบต.,อบต.ทองหลาง,4,"  14,162,000 ","  14,162,000 ",  -   ,4 ,"  14,162,000 ","  14,162,000 ",  -   ,2 ,"  6,418,700 "
2032,นครราชสีมา จักราช อบต.ศรีละกอ,นครราชสีมา,จักราช,อบต.,อบต.ศรีละกอ,2,"  13,875,500 ","  13,875,500 ",  -   ,2 ,"  13,875,500 ","  13,875,500 ",  -   ,1 ,"  9,447,400 "
2033,นครราชสีมา จักราช อบต.สีสุก,นครราชสีมา,จักราช,อบต.,อบต.สีสุก,2,"  19,738,000 ","  19,738,000 ",  -   ,2 ,"  9,857,000 ","  9,857,000 ",  -   ,2 ,"  9,875,700 "
2034,นครราชสีมา จักราช อบต.หนองขาม,นครราชสีมา,จักราช,อบต.,อบต.หนองขาม,3,"  10,265,000 ","  10,265,000 ",  -   ,3 ,"  10,265,000 ","  10,265,000 ",  -   ,1 ,"  3,587,800 "
2035,นครราชสีมา จักราช อบต.หนองพลวง,นครราชสีมา,จักราช,อบต.,อบต.หนองพลวง,3,"  14,486,000 ","  14,486,000 ",  -   ,3 ,"  5,381,000 ","  5,381,000 ",  -   ,2 ,"  5,381,000 "
2036,นครราชสีมา จักราช อบต.หินโคน,นครราชสีมา,จักราช,อบต.,อบต.หินโคน,1,"  9,439,600 ","  9,439,600 ",  -   ,1 ,"  9,439,600 ","  9,439,600 ",  -   ,1 ,"  9,439,600 "
2037,นครราชสีมา เฉลิมพระเกียรติ ทต.ท่าช้าง,นครราชสีมา,เฉลิมพระเกียรติ,ทต.,ทต.ท่าช้าง,11,"  30,571,000 ","  30,571,000 ",  -   ,11 ,"  19,277,500 ","  19,277,500 ",  -   ,6 ,"  12,789,900 "
2038,นครราชสีมา เฉลิมพระเกียรติ อบต.ช้างทอง,นครราชสีมา,เฉลิมพระเกียรติ,อบต.,อบต.ช้างทอง,1,"  853,000 ","  853,000 ",  -   ,1 ,"  853,000 ","  853,000 ",  -   ,1 ,"  853,000 "
2039,นครราชสีมา เฉลิมพระเกียรติ อบต.ท่าช้าง,นครราชสีมา,เฉลิมพระเกียรติ,อบต.,อบต.ท่าช้าง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2040,นครราชสีมา เฉลิมพระเกียรติ อบต.พระพุทธ,นครราชสีมา,เฉลิมพระเกียรติ,อบต.,อบต.พระพุทธ,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2041,นครราชสีมา เฉลิมพระเกียรติ อบต.หนองงูเหลือม,นครราชสีมา,เฉลิมพระเกียรติ,อบต.,อบต.หนองงูเหลือม,4,"  29,355,900 ","  28,240,000 ","  1,115,900 ",3 ,"  7,699,000 ","  7,699,000 ",  -   ,1 ,"  7,699,000 "
2042,นครราชสีมา เฉลิมพระเกียรติ อบต.หนองยาง,นครราชสีมา,เฉลิมพระเกียรติ,อบต.,อบต.หนองยาง,1,"  1,423,000 ","  1,423,000 ",  -   ,1 ,"  1,423,000 ","  1,423,000 ",  -   ,2 ,"  1,441,700 "
2043,นครราชสีมา ชุมพวง ทต.ชุมพวง,นครราชสีมา,ชุมพวง,ทต.,ทต.ชุมพวง,6,"  14,393,600 ","  14,393,600 ",  -   ,6 ,"  11,543,600 ","  11,543,600 ",  -   ,3 ,"  8,111,600 "
2044,นครราชสีมา ชุมพวง อบต.ชุมพวง,นครราชสีมา,ชุมพวง,อบต.,อบต.ชุมพวง,4,"  27,111,000 ","  25,335,800 ","  1,775,200 ",4 ,"  1,927,000 ","  1,927,000 ",  -   ,2 ,"  1,927,000 "
2045,นครราชสีมา ชุมพวง อบต.ตลาดไทร,นครราชสีมา,ชุมพวง,อบต.,อบต.ตลาดไทร,2,"  7,075,000 ","  7,075,000 ",  -   ,2 ,"  7,075,000 ","  7,075,000 ",  -   ,1 ,"  5,571,000 "
2046,นครราชสีมา ชุมพวง อบต.ท่าลาด,นครราชสีมา,ชุมพวง,อบต.,อบต.ท่าลาด,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2047,นครราชสีมา ชุมพวง อบต.โนนตูม,นครราชสีมา,ชุมพวง,อบต.,อบต.โนนตูม,5,"  37,635,000 ","  36,214,000 ","  1,421,000 ",5 ,"  14,095,000 ","  14,095,000 ",  -   ,1 ,"  8,835,000 "
2048,นครราชสีมา ชุมพวง อบต.โนนยอ,นครราชสีมา,ชุมพวง,อบต.,อบต.โนนยอ,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2049,นครราชสีมา ชุมพวง อบต.โนนรัง,นครราชสีมา,ชุมพวง,อบต.,อบต.โนนรัง,2,"  5,958,000 ","  5,958,000 ",  -   ,2 ,"  5,958,000 ","  5,958,000 ",  -   ,2 ,"  5,958,000 "
2050,นครราชสีมา ชุมพวง อบต.ประสุข,นครราชสีมา,ชุมพวง,อบต.,อบต.ประสุข,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2051,นครราชสีมา ชุมพวง อบต.สาหร่าย,นครราชสีมา,ชุมพวง,อบต.,อบต.สาหร่าย,1,"  3,020,000 ","  3,020,000 ",  -   ,1 ,"  3,020,000 ","  3,020,000 ",  -   ,2 ,"  3,038,700 "
2052,นครราชสีมา ชุมพวง อบต.หนองหลัก,นครราชสีมา,ชุมพวง,อบต.,อบต.หนองหลัก,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2053,นครราชสีมา โชคชัย ทต.โชคชัย,นครราชสีมา,โชคชัย,ทต.,ทต.โชคชัย,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2054,นครราชสีมา โชคชัย ทต.ด่านเกวียน,นครราชสีมา,โชคชัย,ทต.,ทต.ด่านเกวียน,2,"  18,015,800 ","  18,015,800 ",  -   ,2 ,"  18,015,800 ","  18,015,800 ",  -   ,2 ,"  8,703,500 "
2055,นครราชสีมา โชคชัย ทต.ท่าเยี่ยม,นครราชสีมา,โชคชัย,ทต.,ทต.ท่าเยี่ยม,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2056,นครราชสีมา โชคชัย อบต.กระโทก,นครราชสีมา,โชคชัย,อบต.,อบต.กระโทก,1,"  2,400,000 ","  2,400,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,1 ,"  2,500,000 "
2057,นครราชสีมา โชคชัย อบต.โชคชัย,นครราชสีมา,โชคชัย,อบต.,อบต.โชคชัย,9,"  51,921,800 ","  49,267,600 ","  2,654,200 ",8 ,"  51,022,000 ","  48,367,800 ","  2,654,200 ",2 ,"  6,676,000 "
2058,นครราชสีมา โชคชัย อบต.ด่านเกวียน,นครราชสีมา,โชคชัย,อบต.,อบต.ด่านเกวียน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2059,นครราชสีมา โชคชัย อบต.ท่าจะหลุง,นครราชสีมา,โชคชัย,อบต.,อบต.ท่าจะหลุง,3,"  9,087,000 ","  9,087,000 ",  -   ,3 ,"  9,087,000 ","  9,087,000 ",  -   ,3 ,"  9,087,000 "
2060,นครราชสีมา โชคชัย อบต.ท่าลาดขาว,นครราชสีมา,โชคชัย,อบต.,อบต.ท่าลาดขาว,4,"  15,421,000 ","  15,421,000 ",  -   ,4 ,"  14,730,700 ","  14,730,700 ",  -   ,4 ,"  14,730,700 "
2061,นครราชสีมา โชคชัย อบต.ท่าอ่าง,นครราชสีมา,โชคชัย,อบต.,อบต.ท่าอ่าง,3,"  5,941,000 ","  5,941,000 ",  -   ,3 ,"  5,941,000 ","  5,941,000 ",  -   ,4 ,"  5,959,700 "
2062,นครราชสีมา โชคชัย อบต.ทุ่งอรุณ,นครราชสีมา,โชคชัย,อบต.,อบต.ทุ่งอรุณ,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2063,นครราชสีมา โชคชัย อบต.พลับพลา,นครราชสีมา,โชคชัย,อบต.,อบต.พลับพลา,2,"  12,390,000 ","  12,390,000 ",  -   ,2 ,"  12,490,000 ","  12,490,000 ",  -   ,3 ,"  12,508,700 "
2064,นครราชสีมา โชคชัย อบต.ละลมใหม่พัฒนา,นครราชสีมา,โชคชัย,อบต.,อบต.ละลมใหม่พัฒนา,3,"  26,420,400 ","  26,420,400 ",  -   ,3 ,"  7,664,400 ","  7,664,400 ",  -   ,2 ,"  7,683,100 "
2065,นครราชสีมา ด่านขุนทด ทต.ด่านขุนทด,นครราชสีมา,ด่านขุนทด,ทต.,ทต.ด่านขุนทด,5,"  5,079,000 ","  5,079,000 ",  -   ,5 ,"  4,486,000 ","  4,486,000 ",  -   ,2 ,"  2,052,000 "
2066,นครราชสีมา ด่านขุนทด ทต.หนองกราด,นครราชสีมา,ด่านขุนทด,ทต.,ทต.หนองกราด,6,"  10,838,000 ","  10,838,000 ",  -   ,6 ,"  10,838,000 ","  10,838,000 ",  -   ,2 ,"  6,328,000 "
2067,นครราชสีมา ด่านขุนทด ทต.หนองบัวตะเกียด,นครราชสีมา,ด่านขุนทด,ทต.,ทต.หนองบัวตะเกียด,4,"  29,919,000 ","  29,919,000 ",  -   ,4 ,"  14,622,000 ","  14,622,000 ",  -   ,1 ,"  9,959,000 "
2068,นครราชสีมา ด่านขุนทด อบต.กุดพิมาน,นครราชสีมา,ด่านขุนทด,อบต.,อบต.กุดพิมาน,7,"  35,644,000 ","  35,644,000 ",  -   ,7 ,"  15,890,000 ","  15,890,000 ",  -   ,1 ,"  6,104,000 "
2069,นครราชสีมา ด่านขุนทด อบต.ด่านขุนทด,นครราชสีมา,ด่านขุนทด,อบต.,อบต.ด่านขุนทด,4,"  20,999,000 ","  20,999,000 ",  -   ,4 ,"  20,999,000 ","  20,999,000 ",  -   ,1 ,"  9,454,000 "
2070,นครราชสีมา ด่านขุนทด อบต.ด่านนอก,นครราชสีมา,ด่านขุนทด,อบต.,อบต.ด่านนอก,2,"  8,718,000 ","  8,718,000 ",  -   ,2 ,"  8,718,000 ","  8,718,000 ",  -   ,1 ,"  4,490,000 "
2071,นครราชสีมา ด่านขุนทด อบต.ด่านใน,นครราชสีมา,ด่านขุนทด,อบต.,อบต.ด่านใน,3,"  18,031,000 ","  18,031,000 ",  -   ,3 ,"  18,031,000 ","  18,031,000 ",  -   ,1 ,"  9,816,000 "
2072,นครราชสีมา ด่านขุนทด อบต.ตะเคียน,นครราชสีมา,ด่านขุนทด,อบต.,อบต.ตะเคียน,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2073,นครราชสีมา ด่านขุนทด อบต.โนนเมืองพัฒนา,นครราชสีมา,ด่านขุนทด,อบต.,อบต.โนนเมืองพัฒนา,4,"  18,160,000 ","  18,160,000 ",  -   ,4 ,"  18,160,000 ","  18,160,000 ",  -   ,1 ,"  6,680,000 "
2074,นครราชสีมา ด่านขุนทด อบต.บ้านเก่า,นครราชสีมา,ด่านขุนทด,อบต.,อบต.บ้านเก่า,2,"  13,931,000 ","  13,931,000 ",  -   ,2 ,"  13,931,000 ","  13,931,000 ",  -   ,2 ,"  9,643,700 "
2075,นครราชสีมา ด่านขุนทด อบต.บ้านแปรง,นครราชสีมา,ด่านขุนทด,อบต.,อบต.บ้านแปรง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,0 ,  -   
2076,นครราชสีมา ด่านขุนทด อบต.พันชนะ,นครราชสีมา,ด่านขุนทด,อบต.,อบต.พันชนะ,1,"  5,309,000 ","  5,309,000 ",  -   ,1 ,"  5,309,000 ","  5,309,000 ",  -   ,2 ,"  5,327,700 "
2077,นครราชสีมา ด่านขุนทด อบต.สระจรเข้,นครราชสีมา,ด่านขุนทด,อบต.,อบต.สระจรเข้,4,"  26,134,000 ","  26,134,000 ",  -   ,4 ,"  6,524,000 ","  6,524,000 ",  -   ,2 ,"  6,524,000 "
2078,นครราชสีมา ด่านขุนทด อบต.หนองกราด,นครราชสีมา,ด่านขุนทด,อบต.,อบต.หนองกราด,5,"  28,634,000 ","  28,634,000 ",  -   ,5 ,"  28,811,500 ","  28,811,500 ",  -   ,2 ,"  12,000,000 "
2079,นครราชสีมา ด่านขุนทด อบต.หนองไทร,นครราชสีมา,ด่านขุนทด,อบต.,อบต.หนองไทร,3,"  13,806,000 ","  13,806,000 ",  -   ,3 ,"  5,242,000 ","  5,242,000 ",  -   ,2 ,"  5,242,000 "
2080,นครราชสีมา ด่านขุนทด อบต.หนองบัวละคร,นครราชสีมา,ด่านขุนทด,อบต.,อบต.หนองบัวละคร,5,"  28,784,000 ","  28,784,000 ",  -   ,5 ,"  28,784,000 ","  28,784,000 ",  -   ,2 ,"  7,492,000 "
2081,นครราชสีมา ด่านขุนทด อบต.ห้วยบง,นครราชสีมา,ด่านขุนทด,อบต.,อบต.ห้วยบง,0,  -   ,  -   ,  -   ,0 ,  -   ,  -   ,  -   ,1 ,"  18,700 "
2082,นครราชสีมา ด่านขุนทด อบต.หินดาด,นครราชสีมา,ด่านขุนทด,อบต.,อบต.หินดาด,4,"  34,867,000 ","  34,867,000 ",  -   ,4 ,"  6,802,000 ","  6,802,000 ",  -   ,2 ,"  6,820,700 "
