สรุปภาพรวมการเสนอคำขอรับการสนุบสนุนงบประมาณเงินอุดหนุนเฉพาะกิจขององค์กรปกครองส่วนท้องถิ่น (เทศบาลตำบลและองค์การบริหารส่วนตำบล),,,,,,,,,,,,,,,
ประจำปีงบประมาณ พ.ศ. 2567,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,, หน่วย : บาท
ลำดับ,Mix,จังหวัด,อำเภอ,ประเภท,อปท.,คำขอ อปท. (ทต. และ อบต.) ผ่านระบบ SOLA,,,,สถ. ทำคำขอในระบบ e-Budgeting,,,,พ.ร.บ. 2567 *,
,,,,,,รายการ, งบประมาณรวม, คำขอเงินอุดหนุน, เงินสมทบ,รายการ, งบประมาณรวม, คำขอเงินอุดหนุน, เงินสมทบ,รายการ, งบประมาณรวม
,,,,,,"6,428", แห่ง,,,"6,354", แห่ง,,,0, แห่ง
1353,เชียงใหม่ ดอยสะเก็ด ทต.ลวงเหนือ,เชียงใหม่,ดอยสะเก็ด,ทต.,ทต.ลวงเหนือ,3,"  5,850,000 ","  5,850,000 ",  -   ,3 ,"  5,850,000 ","  5,850,000 ",  -   ,,
1354,เชียงใหม่ ดอยสะเก็ด ทต.สง่าบ้าน,เชียงใหม่,ดอยสะเก็ด,ทต.,ทต.สง่าบ้าน,4,"  5,573,000 ","  5,573,000 ",  -   ,4 ,"  5,573,000 ","  5,573,000 ",  -   ,,
1355,เชียงใหม่ ดอยสะเก็ด ทต.สันปูเลย,เชียงใหม่,ดอยสะเก็ด,ทต.,ทต.สันปูเลย,5,"  3,529,400 ","  3,529,400 ",  -   ,3 ,"  2,998,400 ","  2,998,400 ",  -   ,,
1356,เชียงใหม่ ดอยสะเก็ด ทต.สำราญราษฎร์,เชียงใหม่,ดอยสะเก็ด,ทต.,ทต.สำราญราษฎร์,8,"  11,647,600 ","  11,647,600 ",  -   ,8 ,"  11,647,600 ","  11,647,600 ",  -   ,,
1357,เชียงใหม่ ดอยสะเก็ด อบต.เทพเสด็จ,เชียงใหม่,ดอยสะเก็ด,อบต.,อบต.เทพเสด็จ,3,"  8,471,000 ","  8,471,000 ",  -   ,3 ,"  8,471,000 ","  8,471,000 ",  -   ,,
1358,เชียงใหม่ ดอยหล่อ ทต.ยางคราม,เชียงใหม่,ดอยหล่อ,ทต.,ทต.ยางคราม,3,"  9,967,000 ","  9,967,000 ",  -   ,3 ,"  9,967,000 ","  9,967,000 ",  -   ,,
1359,เชียงใหม่ ดอยหล่อ ทต.สองแคว,เชียงใหม่,ดอยหล่อ,ทต.,ทต.สองแคว,6,"  11,440,000 ","  11,440,000 ",  -   ,5 ,"  9,890,000 ","  9,890,000 ",  -   ,,
1360,เชียงใหม่ ดอยหล่อ ทต.สันติสุข,เชียงใหม่,ดอยหล่อ,ทต.,ทต.สันติสุข,5,"  6,571,000 ","  6,571,000 ",  -   ,1 ,"  499,000 ","  499,000 ",  -   ,,
1361,เชียงใหม่ ดอยหล่อ อบต.ดอยหล่อ,เชียงใหม่,ดอยหล่อ,อบต.,อบต.ดอยหล่อ,6,"  21,798,000 ","  21,798,000 ",  -   ,6 ,"  21,798,000 ","  21,798,000 ",  -   ,,
1362,เชียงใหม่ ฝาง ทต.บ้านแม่ข่า,เชียงใหม่,ฝาง,ทต.,ทต.บ้านแม่ข่า,,,,,,,,,,
1363,เชียงใหม่ ฝาง ทต.แม่ข่า,เชียงใหม่,ฝาง,ทต.,ทต.แม่ข่า,1,"  2,270,000 ","  2,270,000 ",  -   ,1 ,"  2,270,000 ","  2,270,000 ",  -   ,,
1364,เชียงใหม่ ฝาง ทต.เวียงฝาง,เชียงใหม่,ฝาง,ทต.,ทต.เวียงฝาง,2,"  9,827,700 ","  9,827,700 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1365,เชียงใหม่ ฝาง ทต.สันทราย,เชียงใหม่,ฝาง,ทต.,ทต.สันทราย,1,"  2,500,000 ","  2,500,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1366,เชียงใหม่ ฝาง อบต.โป่งน้ำร้อน,เชียงใหม่,ฝาง,อบต.,อบต.โป่งน้ำร้อน,3,"  6,861,800 ","  6,861,800 ",  -   ,3 ,"  6,861,800 ","  6,861,800 ",  -   ,,
1367,เชียงใหม่ ฝาง อบต.ม่อนปิ่น,เชียงใหม่,ฝาง,อบต.,อบต.ม่อนปิ่น,,,,,,,,,,
1368,เชียงใหม่ ฝาง อบต.แม่คะ,เชียงใหม่,ฝาง,อบต.,อบต.แม่คะ,3,"  7,113,600 ","  7,113,600 ",  -   ,3 ,"  7,113,600 ","  7,113,600 ",  -   ,,
1369,เชียงใหม่ ฝาง อบต.แม่งอน,เชียงใหม่,ฝาง,อบต.,อบต.แม่งอน,,,,,,,,,,
1370,เชียงใหม่ ฝาง อบต.แม่สูน,เชียงใหม่,ฝาง,อบต.,อบต.แม่สูน,2,"  7,360,000 ","  7,360,000 ",  -   ,2 ,"  7,360,000 ","  7,360,000 ",  -   ,,
1371,เชียงใหม่ ฝาง อบต.เวียง,เชียงใหม่,ฝาง,อบต.,อบต.เวียง,,,,,,,,,,
1372,เชียงใหม่ พร้าว ทต.น้ำแพร่,เชียงใหม่,พร้าว,ทต.,ทต.น้ำแพร่,5,"  17,521,200 ","  17,521,200 ",  -   ,2 ,"  4,424,000 ","  4,424,000 ",  -   ,,
1373,เชียงใหม่ พร้าว ทต.บ้านโป่ง,เชียงใหม่,พร้าว,ทต.,ทต.บ้านโป่ง,6,"  21,340,900 ","  21,340,900 ",  -   ,6 ,"  21,340,900 ","  21,340,900 ",  -   ,,
1374,เชียงใหม่ พร้าว ทต.ป่าตุ้ม,เชียงใหม่,พร้าว,ทต.,ทต.ป่าตุ้ม,3,"  7,175,000 ","  7,175,000 ",  -   ,3 ,"  7,175,000 ","  7,175,000 ",  -   ,,
1375,เชียงใหม่ พร้าว ทต.ป่าไหน่,เชียงใหม่,พร้าว,ทต.,ทต.ป่าไหน่,4,"  14,285,700 ","  14,285,700 ",  -   ,3 ,"  9,358,700 ","  9,358,700 ",  -   ,,
1376,เชียงใหม่ พร้าว ทต.แม่ปั๋ง,เชียงใหม่,พร้าว,ทต.,ทต.แม่ปั๋ง,16,"  29,899,800 ","  29,899,800 ",  -   ,7 ,"  9,324,000 ","  9,324,000 ",  -   ,,
1377,เชียงใหม่ พร้าว ทต.เวียงพร้าว,เชียงใหม่,พร้าว,ทต.,ทต.เวียงพร้าว,5,"  3,350,300 ","  3,350,300 ",  -   ,5 ,"  3,350,300 ","  3,350,300 ",  -   ,,
1378,เชียงใหม่ พร้าว อบต.เขื่อนผาก,เชียงใหม่,พร้าว,อบต.,อบต.เขื่อนผาก,3,"  17,525,000 ","  17,525,000 ",  -   ,3 ,"  17,525,000 ","  17,525,000 ",  -   ,,
1379,เชียงใหม่ พร้าว อบต.แม่แวน,เชียงใหม่,พร้าว,อบต.,อบต.แม่แวน,10,"  32,937,000 ","  32,937,000 ",  -   ,8 ,"  22,968,000 ","  22,968,000 ",  -   ,,
1380,เชียงใหม่ พร้าว อบต.สันทราย,เชียงใหม่,พร้าว,อบต.,อบต.สันทราย,6,"  29,318,200 ","  29,318,200 ",  -   ,3 ,"  15,598,400 ","  15,598,400 ",  -   ,,
1381,เชียงใหม่ พร้าว อบต.โหล่งขอด,เชียงใหม่,พร้าว,อบต.,อบต.โหล่งขอด,1,"  9,298,000 ","  9,298,000 ",  -   ,1 ,"  9,298,000 ","  9,298,000 ",  -   ,,
1382,เชียงใหม่ เมืองเชียงใหม่ ทต.ช้างเผือก,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.ช้างเผือก,,,,,,,,,,
1383,เชียงใหม่ เมืองเชียงใหม่ ทต.ท่าศาลา,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.ท่าศาลา,,,,,,,,,,
1384,เชียงใหม่ เมืองเชียงใหม่ ทต.ป่าแดด,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.ป่าแดด,2,"  3,620,000 ","  3,620,000 ",  -   ,2 ,"  3,620,000 ","  3,620,000 ",  -   ,,
1385,เชียงใหม่ เมืองเชียงใหม่ ทต.ฟ้าฮ่าม,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.ฟ้าฮ่าม,,,,,,,,,,
1386,เชียงใหม่ เมืองเชียงใหม่ ทต.สันผีเสื้อ,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.สันผีเสื้อ,1,"  2,500,000 ","  2,500,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1387,เชียงใหม่ เมืองเชียงใหม่ ทต.สุเทพ,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.สุเทพ,17,"  17,471,000 ","  17,471,000 ",  -   ,12 ,"  7,373,000 ","  7,373,000 ",  -   ,,
1388,เชียงใหม่ เมืองเชียงใหม่ ทต.หนองป่าครั่ง,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.หนองป่าครั่ง,12,"  5,610,900 ","  5,610,900 ",  -   ,9 ,"  4,433,900 ","  4,433,900 ",  -   ,,
1389,เชียงใหม่ เมืองเชียงใหม่ ทต.หนองหอย,เชียงใหม่,เมืองเชียงใหม่,ทต.,ทต.หนองหอย,5,"  17,077,800 ","  17,077,800 ",  -   ,4 ,"  16,077,800 ","  16,077,800 ",  -   ,,
1390,เชียงใหม่ เมืองเชียงใหม่ อบต.ช้างเผือก,เชียงใหม่,เมืองเชียงใหม่,อบต.,อบต.ช้างเผือก,,,,,,,,,,
1391,เชียงใหม่ แม่แจ่ม ทต.ท่าผา,เชียงใหม่,แม่แจ่ม,ทต.,ทต.ท่าผา,23,"  23,862,400 ","  23,862,400 ",  -   ,18 ,"  13,572,200 ","  13,572,200 ",  -   ,,
1392,เชียงใหม่ แม่แจ่ม ทต.แม่แจ่ม,เชียงใหม่,แม่แจ่ม,ทต.,ทต.แม่แจ่ม,17,"  54,798,000 ","  51,898,600 ","  2,899,400 ",13 ,"  14,552,600 ","  14,552,600 ",  -   ,,
1393,เชียงใหม่ แม่แจ่ม อบต.กองแขก,เชียงใหม่,แม่แจ่ม,อบต.,อบต.กองแขก,6,"  19,369,000 ","  19,369,000 ",  -   ,5 ,"  12,036,000 ","  12,036,000 ",  -   ,,
1394,เชียงใหม่ แม่แจ่ม อบต.ช่างเคิ่ง,เชียงใหม่,แม่แจ่ม,อบต.,อบต.ช่างเคิ่ง,13,"  24,025,000 ","  24,025,000 ",  -   ,6 ,"  11,708,000 ","  11,708,000 ",  -   ,,
1395,เชียงใหม่ แม่แจ่ม อบต.บ้านทับ,เชียงใหม่,แม่แจ่ม,อบต.,อบต.บ้านทับ,3,"  29,065,000 ","  29,065,000 ",  -   ,1 ,"  9,657,000 ","  9,657,000 ",  -   ,,
1396,เชียงใหม่ แม่แจ่ม อบต.ปางหินฝน,เชียงใหม่,แม่แจ่ม,อบต.,อบต.ปางหินฝน,12,"  29,778,900 ","  29,778,900 ",  -   ,7 ,"  16,956,700 ","  16,956,700 ",  -   ,,
1397,เชียงใหม่ แม่แจ่ม อบต.แม่นาจร,เชียงใหม่,แม่แจ่ม,อบต.,อบต.แม่นาจร,13,"  117,834,400 ","  117,834,400 ",  -   ,2 ,"  7,975,200 ","  7,975,200 ",  -   ,,
1398,เชียงใหม่ แม่แจ่ม อบต.แม่ศึก,เชียงใหม่,แม่แจ่ม,อบต.,อบต.แม่ศึก,4,"  25,831,000 ","  25,831,000 ",  -   ,4 ,"  25,831,000 ","  25,831,000 ",  -   ,,
1399,เชียงใหม่ แม่แตง ทต.จอมแจ้ง,เชียงใหม่,แม่แตง,ทต.,ทต.จอมแจ้ง,8,"  24,343,100 ","  24,343,100 ",  -   ,4 ,"  18,307,600 ","  18,307,600 ",  -   ,,
1400,เชียงใหม่ แม่แตง ทต.แม่แตง,เชียงใหม่,แม่แตง,ทต.,ทต.แม่แตง,1,"  3,319,000 ","  3,319,000 ",  -   ,1 ,"  3,319,000 ","  3,319,000 ",  -   ,,
1401,เชียงใหม่ แม่แตง ทต.แม่หอพระ,เชียงใหม่,แม่แตง,ทต.,ทต.แม่หอพระ,7,"  19,520,500 ","  19,520,500 ",  -   ,4 ,"  17,909,000 ","  17,909,000 ",  -   ,,
1402,เชียงใหม่ แม่แตง ทต.สันมหาพน,เชียงใหม่,แม่แตง,ทต.,ทต.สันมหาพน,8,"  15,170,000 ","  15,170,000 ",  -   ,8 ,"  15,170,000 ","  15,170,000 ",  -   ,,
1403,เชียงใหม่ แม่แตง ทต.อินทขิล,เชียงใหม่,แม่แตง,ทต.,ทต.อินทขิล,5,"  5,181,900 ","  5,181,900 ",  -   ,5 ,"  5,181,900 ","  5,181,900 ",  -   ,,
1404,เชียงใหม่ แม่แตง อบต.กื้ดช้าง,เชียงใหม่,แม่แตง,อบต.,อบต.กื้ดช้าง,5,"  16,694,000 ","  16,694,000 ",  -   ,2 ,"  9,892,000 ","  9,892,000 ",  -   ,,
1405,เชียงใหม่ แม่แตง อบต.บ้านช้าง,เชียงใหม่,แม่แตง,อบต.,อบต.บ้านช้าง,6,"  2,882,700 ","  2,882,700 ",  -   ,2 ,"  987,400 ","  987,400 ",  -   ,,
1406,เชียงใหม่ แม่แตง อบต.บ้านเป้า,เชียงใหม่,แม่แตง,อบต.,อบต.บ้านเป้า,2,"  3,926,600 ","  3,926,600 ",  -   ,2 ,"  3,926,600 ","  3,926,600 ",  -   ,,
1407,เชียงใหม่ แม่แตง อบต.ป่าแป๋,เชียงใหม่,แม่แตง,อบต.,อบต.ป่าแป๋,,,,,,,,,,
1408,เชียงใหม่ แม่แตง อบต.เมืองก๋าย,เชียงใหม่,แม่แตง,อบต.,อบต.เมืองก๋าย,1,"  984,500 ","  984,500 ",  -   ,1 ,"  984,500 ","  984,500 ",  -   ,,
1409,เชียงใหม่ แม่แตง อบต.สบเปิง,เชียงใหม่,แม่แตง,อบต.,อบต.สบเปิง,2,"  4,880,000 ","  4,880,000 ",  -   ,2 ,"  4,880,000 ","  4,880,000 ",  -   ,,
1410,เชียงใหม่ แม่แตง อบต.สันป่ายาง,เชียงใหม่,แม่แตง,อบต.,อบต.สันป่ายาง,1,"  2,449,000 ","  2,449,000 ",  -   ,1 ,"  2,449,000 ","  2,449,000 ",  -   ,,
1411,เชียงใหม่ แม่ริม ทต.ขี้เหล็ก,เชียงใหม่,แม่ริม,ทต.,ทต.ขี้เหล็ก,2,"  8,639,000 ","  8,639,000 ",  -   ,2 ,"  8,639,000 ","  8,639,000 ",  -   ,,
1412,เชียงใหม่ แม่ริม ทต.แม่ริม,เชียงใหม่,แม่ริม,ทต.,ทต.แม่ริม,1,"  2,500,000 ","  2,500,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1413,เชียงใหม่ แม่ริม ทต.แม่แรม,เชียงใหม่,แม่ริม,ทต.,ทต.แม่แรม,1,"  1,148,500 ","  1,148,500 ",  -   ,1 ,"  1,148,500 ","  1,148,500 ",  -   ,,
1414,เชียงใหม่ แม่ริม ทต.ริมเหนือ,เชียงใหม่,แม่ริม,ทต.,ทต.ริมเหนือ,1,"  413,200 ","  413,200 ",  -   ,1 ,"  413,200 ","  413,200 ",  -   ,,
1415,เชียงใหม่ แม่ริม ทต.สันโป่ง,เชียงใหม่,แม่ริม,ทต.,ทต.สันโป่ง,3,"  15,330,000 ","  15,330,000 ",  -   ,3 ,"  15,330,000 ","  15,330,000 ",  -   ,,
1416,เชียงใหม่ แม่ริม ทต.เหมืองแก้ว,เชียงใหม่,แม่ริม,ทต.,ทต.เหมืองแก้ว,1,"  496,000 ","  496,000 ",  -   ,1 ,"  496,000 ","  496,000 ",  -   ,,
1417,เชียงใหม่ แม่ริม อบต.ดอนแก้ว,เชียงใหม่,แม่ริม,อบต.,อบต.ดอนแก้ว,31,"  27,379,800 ","  27,379,800 ",  -   ,26 ,"  17,036,700 ","  17,036,700 ",  -   ,,
1418,เชียงใหม่ แม่ริม อบต.โป่งแยง,เชียงใหม่,แม่ริม,อบต.,อบต.โป่งแยง,5,"  5,243,300 ","  5,243,300 ",  -   ,5 ,"  5,243,300 ","  5,243,300 ",  -   ,,
1419,เชียงใหม่ แม่ริม อบต.แม่สา,เชียงใหม่,แม่ริม,อบต.,อบต.แม่สา,,,,,,,,,,
1420,เชียงใหม่ แม่ริม อบต.สะลวง,เชียงใหม่,แม่ริม,อบต.,อบต.สะลวง,1,"  2,600,000 ","  2,600,000 ",  -   ,1 ,"  2,600,000 ","  2,600,000 ",  -   ,,
1421,เชียงใหม่ แม่ริม อบต.ห้วยทราย,เชียงใหม่,แม่ริม,อบต.,อบต.ห้วยทราย,,,,,,,,,,
1422,เชียงใหม่ แม่วาง ทต.แม่วาง,เชียงใหม่,แม่วาง,ทต.,ทต.แม่วาง,5,"  17,467,000 ","  17,467,000 ",  -   ,3 ,"  16,103,000 ","  16,103,000 ",  -   ,,
1423,เชียงใหม่ แม่วาง อบต.ดอนเปา,เชียงใหม่,แม่วาง,อบต.,อบต.ดอนเปา,2,"  6,860,000 ","  6,860,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1424,เชียงใหม่ แม่วาง อบต.ทุ่งปี๊,เชียงใหม่,แม่วาง,อบต.,อบต.ทุ่งปี๊,4,"  6,695,300 ","  6,695,300 ",  -   ,2 ,"  1,401,900 ","  1,401,900 ",  -   ,,
1425,เชียงใหม่ แม่วาง อบต.ทุ่งรวงทอง,เชียงใหม่,แม่วาง,อบต.,อบต.ทุ่งรวงทอง,4,"  9,216,000 ","  9,216,000 ",  -   ,2 ,"  2,455,000 ","  2,455,000 ",  -   ,,
1426,เชียงใหม่ แม่วาง อบต.บ้านกาด,เชียงใหม่,แม่วาง,อบต.,อบต.บ้านกาด,,,,,,,,,,
1427,เชียงใหม่ แม่วาง อบต.แม่วิน,เชียงใหม่,แม่วาง,อบต.,อบต.แม่วิน,1,"  6,549,000 ","  6,549,000 ",  -   ,1 ,"  6,549,000 ","  6,549,000 ",  -   ,,
1428,เชียงใหม่ แม่ออน อบต.ทาเหนือ,เชียงใหม่,แม่ออน,อบต.,อบต.ทาเหนือ,,,,,,,,,,
1429,เชียงใหม่ แม่ออน อบต.บ้านสหกรณ์,เชียงใหม่,แม่ออน,อบต.,อบต.บ้านสหกรณ์,1,"  3,550,000 ","  3,550,000 ",  -   ,1 ,"  3,550,000 ","  3,550,000 ",  -   ,,
1430,เชียงใหม่ แม่ออน อบต.แม่ทา,เชียงใหม่,แม่ออน,อบต.,อบต.แม่ทา,3,"  10,772,700 ","  10,772,700 ",  -   ,1 ,"  2,962,700 ","  2,962,700 ",  -   ,,
1431,เชียงใหม่ แม่ออน อบต.ห้วยแก้ว,เชียงใหม่,แม่ออน,อบต.,อบต.ห้วยแก้ว,1,"  499,500 ","  499,500 ",  -   ,1 ,"  499,500 ","  499,500 ",  -   ,,
1432,เชียงใหม่ แม่ออน อบต.ออนกลาง,เชียงใหม่,แม่ออน,อบต.,อบต.ออนกลาง,,,,,,,,,,
1433,เชียงใหม่ แม่ออน อบต.ออนเหนือ,เชียงใหม่,แม่ออน,อบต.,อบต.ออนเหนือ,,,,,,,,,,
1434,เชียงใหม่ แม่อาย ทต.แม่อาย,เชียงใหม่,แม่อาย,ทต.,ทต.แม่อาย,,,,,,,,,,
1435,เชียงใหม่ แม่อาย อบต.ดอยลาง,เชียงใหม่,แม่อาย,อบต.,อบต.ดอยลาง,,,,,,,,,,
1436,เชียงใหม่ แม่อาย อบต.ท่าตอน,เชียงใหม่,แม่อาย,อบต.,อบต.ท่าตอน,,,,,,,,,,
1437,เชียงใหม่ แม่อาย อบต.บ้านหลวง,เชียงใหม่,แม่อาย,อบต.,อบต.บ้านหลวง,,,,,,,,,,
1438,เชียงใหม่ แม่อาย อบต.แม่นาวาง,เชียงใหม่,แม่อาย,อบต.,อบต.แม่นาวาง,,,,,,,,,,
1439,เชียงใหม่ แม่อาย อบต.แม่สาว,เชียงใหม่,แม่อาย,อบต.,อบต.แม่สาว,3,"  25,683,000 ","  24,105,300 ","  1,577,700 ",1 ,"  4,953,000 ","  4,953,000 ",  -   ,,
1440,เชียงใหม่ แม่อาย อบต.สันต้นหมื้อ,เชียงใหม่,แม่อาย,อบต.,อบต.สันต้นหมื้อ,,,,,,,,,,
1441,เชียงใหม่ เวียงแหง ทต.แสนไห,เชียงใหม่,เวียงแหง,ทต.,ทต.แสนไห,1,"  7,745,000 ","  7,745,000 ",  -   ,1 ,"  7,745,000 ","  7,745,000 ",  -   ,,
1442,เชียงใหม่ เวียงแหง อบต.เปียงหลวง,เชียงใหม่,เวียงแหง,อบต.,อบต.เปียงหลวง,,,,,,,,,,
1443,เชียงใหม่ เวียงแหง อบต.เมืองแหง,เชียงใหม่,เวียงแหง,อบต.,อบต.เมืองแหง,,,,,,,,,,
1444,เชียงใหม่ สะเมิง ทต.สะเมิงใต้,เชียงใหม่,สะเมิง,ทต.,ทต.สะเมิงใต้,2,"  9,791,000 ","  9,791,000 ",  -   ,2 ,"  9,791,000 ","  9,791,000 ",  -   ,,
1445,เชียงใหม่ สะเมิง อบต.บ่อแก้ว,เชียงใหม่,สะเมิง,อบต.,อบต.บ่อแก้ว,,,,,,,,,,
1446,เชียงใหม่ สะเมิง อบต.แม่สาบ,เชียงใหม่,สะเมิง,อบต.,อบต.แม่สาบ,4,"  13,931,000 ","  13,931,000 ",  -   ,2 ,"  6,246,000 ","  6,246,000 ",  -   ,,
1447,เชียงใหม่ สะเมิง อบต.ยั้งเมิน,เชียงใหม่,สะเมิง,อบต.,อบต.ยั้งเมิน,1,"  495,700 ","  495,700 ",  -   ,1 ,"  495,700 ","  495,700 ",  -   ,,
1448,เชียงใหม่ สะเมิง อบต.สะเมิงเหนือ,เชียงใหม่,สะเมิง,อบต.,อบต.สะเมิงเหนือ,2,"  3,284,000 ","  3,284,000 ",  -   ,1 ,"  1,983,000 ","  1,983,000 ",  -   ,,
1449,เชียงใหม่ สันกำแพง ทต.บวกค้าง,เชียงใหม่,สันกำแพง,ทต.,ทต.บวกค้าง,9,"  28,961,000 ","  28,961,000 ",  -   ,7 ,"  19,247,000 ","  19,247,000 ",  -   ,,
1450,เชียงใหม่ สันกำแพง ทต.แม่ปูคา,เชียงใหม่,สันกำแพง,ทต.,ทต.แม่ปูคา,5,"  14,533,000 ","  14,533,000 ",  -   ,4 ,"  8,938,000 ","  8,938,000 ",  -   ,,
1451,เชียงใหม่ สันกำแพง ทต.สันกลาง,เชียงใหม่,สันกำแพง,ทต.,ทต.สันกลาง,,,,,,,,,,
1452,เชียงใหม่ สันกำแพง ทต.สันกำแพง,เชียงใหม่,สันกำแพง,ทต.,ทต.สันกำแพง,4,"  17,131,000 ","  17,131,000 ",  -   ,4 ,"  17,131,000 ","  17,131,000 ",  -   ,,
1453,เชียงใหม่ สันกำแพง ทต.ห้วยทราย,เชียงใหม่,สันกำแพง,ทต.,ทต.ห้วยทราย,2,"  4,020,000 ","  4,020,000 ",  -   ,2 ,"  4,020,000 ","  4,020,000 ",  -   ,,
1454,เชียงใหม่ สันกำแพง ทต.ออนใต้,เชียงใหม่,สันกำแพง,ทต.,ทต.ออนใต้,5,"  34,080,900 ","  34,080,900 ",  -   ,3 ,"  22,548,000 ","  22,548,000 ",  -   ,,
1455,เชียงใหม่ สันกำแพง อบต.แช่ช้าง,เชียงใหม่,สันกำแพง,อบต.,อบต.แช่ช้าง,1,"  2,316,900 ","  2,316,900 ",  -   ,1 ,"  2,316,900 ","  2,316,900 ",  -   ,,
1456,เชียงใหม่ สันกำแพง อบต.ร้องวัวแดง,เชียงใหม่,สันกำแพง,อบต.,อบต.ร้องวัวแดง,2,"  2,993,900 ","  2,993,900 ",  -   ,1 ,"  2,337,000 ","  2,337,000 ",  -   ,,
1457,เชียงใหม่ สันกำแพง อบต.สันกำแพง,เชียงใหม่,สันกำแพง,อบต.,อบต.สันกำแพง,,,,,,,,,,
1458,เชียงใหม่ สันทราย ทต.เจดีย์แม่ครัว,เชียงใหม่,สันทราย,ทต.,ทต.เจดีย์แม่ครัว,4,"  11,276,700 ","  11,276,700 ",  -   ,2 ,"  5,199,800 ","  5,199,800 ",  -   ,,
1459,เชียงใหม่ สันทราย ทต.ป่าไผ่,เชียงใหม่,สันทราย,ทต.,ทต.ป่าไผ่,4,"  29,849,000 ","  29,849,000 ",  -   ,3 ,"  21,585,000 ","  21,585,000 ",  -   ,,
1460,เชียงใหม่ สันทราย ทต.เมืองเล็น,เชียงใหม่,สันทราย,ทต.,ทต.เมืองเล็น,2,"  6,771,000 ","  6,771,000 ",  -   ,2 ,"  6,771,000 ","  6,771,000 ",  -   ,,
1461,เชียงใหม่ สันทราย ทต.แม่แฝก,เชียงใหม่,สันทราย,ทต.,ทต.แม่แฝก,,,,,,,,,,
1462,เชียงใหม่ สันทราย ทต.สันทรายหลวง,เชียงใหม่,สันทราย,ทต.,ทต.สันทรายหลวง,1,"  3,785,900 ","  3,785,900 ",  -   ,1 ,"  3,785,900 ","  3,785,900 ",  -   ,,
1463,เชียงใหม่ สันทราย ทต.สันนาเม็ง,เชียงใหม่,สันทราย,ทต.,ทต.สันนาเม็ง,3,"  3,894,000 ","  3,894,000 ",  -   ,1 ,"  3,286,000 ","  3,286,000 ",  -   ,,
1464,เชียงใหม่ สันทราย ทต.สันป่าเปา,เชียงใหม่,สันทราย,ทต.,ทต.สันป่าเปา,,,,,,,,,,
1465,เชียงใหม่ สันทราย ทต.สันพระเนตร,เชียงใหม่,สันทราย,ทต.,ทต.สันพระเนตร,3,"  9,186,000 ","  9,186,000 ",  -   ,3 ,"  9,186,000 ","  9,186,000 ",  -   ,,
1466,เชียงใหม่ สันทราย ทต.หนองจ๊อม,เชียงใหม่,สันทราย,ทต.,ทต.หนองจ๊อม,1,"  2,500,000 ","  2,500,000 ",  -   ,1 ,"  2,500,000 ","  2,500,000 ",  -   ,,
1467,เชียงใหม่ สันทราย ทต.หนองหาร,เชียงใหม่,สันทราย,ทต.,ทต.หนองหาร,1,"  2,557,100 ","  2,557,100 ",  -   ,1 ,"  2,557,100 ","  2,557,100 ",  -   ,,
1468,เชียงใหม่ สันทราย ทต.หนองแหย่ง,เชียงใหม่,สันทราย,ทต.,ทต.หนองแหย่ง,3,"  7,103,100 ","  7,103,100 ",  -   ,3 ,"  7,103,100 ","  7,103,100 ",  -   ,,
1469,เชียงใหม่ สันป่าตอง ทต.ทุ่งต้อม,เชียงใหม่,สันป่าตอง,ทต.,ทต.ทุ่งต้อม,3,"  11,253,600 ","  11,253,600 ",  -   ,3 ,"  11,253,600 ","  11,253,600 ",  -   ,,
1470,เชียงใหม่ สันป่าตอง ทต.ทุ่งสะโตก,เชียงใหม่,สันป่าตอง,ทต.,ทต.ทุ่งสะโตก,8,"  15,519,300 ","  15,519,300 ",  -   ,6 ,"  12,808,200 ","  12,808,200 ",  -   ,,
1471,เชียงใหม่ สันป่าตอง ทต.บ้านกลาง,เชียงใหม่,สันป่าตอง,ทต.,ทต.บ้านกลาง,,,,,,,,,,
1472,เชียงใหม่ สันป่าตอง ทต.บ้านแม,เชียงใหม่,สันป่าตอง,ทต.,ทต.บ้านแม,1,"  2,406,000 ","  2,406,000 ",  -   ,1 ,"  2,406,000 ","  2,406,000 ",  -   ,,
1473,เชียงใหม่ สันป่าตอง ทต.ยุหว่า,เชียงใหม่,สันป่าตอง,ทต.,ทต.ยุหว่า,5,"  4,571,000 ","  4,571,000 ",  -   ,5 ,"  4,571,000 ","  4,571,000 ",  -   ,,
1474,เชียงใหม่ สันป่าตอง ทต.สันป่าตอง,เชียงใหม่,สันป่าตอง,ทต.,ทต.สันป่าตอง,,,,,,,,,,
